date,Country,App,device,downloads,active_users,total_sessions,total_minutes,usage_penetration,open_rate,mb_per_user,mb_per_session
2021-06-21,B,X,ios,11659,186819,1074951,2650316,7.7437,46.5279,,
2021-06-21,B,Z,ios,4980,78361,443702,986013,3.2481,25.945,,
2021-06-28,A,Y,ios,22572,619323,4450819,9088828,8.4373,26.5496,,
2021-06-28,A,X,ios,44810,1167216,8484515,16278798,13.3284,59.1703,,
2021-06-28,A,Z,ios,419,4613,22782,29285,0.0628,2.0398,,
2021-06-28,B,Y,ios,16636,73249,386640,980027,3.023,8.5203,,
2021-06-28,B,X,ios,13348,197304,1130783,2907817,8.1429,50.2615,,
2021-06-28,B,Z,ios,5469,82398,430436,976772,3.4006,28.058,,
2021-07-05,A,Y,ios,22503,574550,4011519,7907087,7.8273,24.1308,,
2021-07-05,A,X,ios,44818,1208573,8590667,17146067,13.8007,60.5412,,
2021-07-05,A,Z,ios,503,3701,19044,22348,0.0504,1.7036,,
2021-07-05,B,Y,ios,10445,57832,302212,788939,2.3868,6.9223,,
2021-07-05,B,X,ios,14008,195862,1110863,2701101,8.0834,48.7189,,
2021-07-05,B,Z,ios,4203,78839,408702,918541,3.2537,26.2136,,
2021-07-12,A,Y,ios,21580,638980,4580074,9018358,8.705,27.1591,,
2021-07-12,A,X,ios,42729,1295969,9486552,18592535,14.7987,65.0771,,
2021-07-12,B,Y,ios,13224,77062,335942,731586,3.1804,9.1781,,
2021-07-12,B,X,ios,23907,253703,1584018,3993120,10.4705,63.2468,,
2021-07-12,B,Z,ios,10866,121872,674858,1617044,5.0297,38.8294,,
2021-07-19,A,Y,ios,21756,629753,4797410,10527703,8.5793,26.8738,,
2021-07-19,A,X,ios,37762,1351235,9445562,17264409,15.4298,67.9002,,
2021-07-19,B,Y,ios,11359,67425,296375,662970,2.7827,7.7649,,
2021-07-19,B,X,ios,21801,265843,1710706,4365875,10.9715,65.0096,,
2021-07-19,B,Z,ios,14313,134675,789271,1900974,5.5581,42.6659,,
2021-07-26,A,Y,ios,22326,639278,4780897,10191009,8.7253,27.3519,,
2021-07-26,A,X,ios,36795,1326687,9168165,16957752,15.1776,66.5445,,
2021-07-26,B,Y,ios,12287,70314,334106,794978,2.8922,8.1508,,
2021-07-26,B,X,ios,18941,271298,1701047,4115361,11.1591,67.159,,
2021-07-26,B,Z,ios,12257,145094,793202,1722171,5.968,46.3024,,
2021-08-02,A,Y,ios,20512,632068,4980870,10920658,8.6269,27.1822,,
2021-08-02,A,X,ios,33005,1302039,9260248,16853755,14.8956,64.3798,,
2021-08-02,B,Y,ios,9580,69933,330218,779186,2.8765,8.9262,,
2021-08-02,B,X,ios,15428,252605,1671033,4339757,10.3902,63.5228,,
2021-08-02,B,Z,ios,7588,117447,678612,1649900,4.8309,38.508,,
2021-08-09,A,Y,ios,19314,639930,5099305,11549950,8.7342,26.9893,,
2021-08-09,A,X,ios,30744,1356804,9725242,17945599,15.5221,66.8394,,
2021-08-09,B,Y,ios,8223,56606,274231,602064,2.3283,6.5934,,
2021-08-09,B,X,ios,15909,250475,1556792,3766053,10.3026,62.6104,,
2021-08-09,B,Z,ios,7183,111781,647722,1425488,4.5978,36.5666,,
2021-08-16,A,Y,ios,17299,633300,4870125,10893055,8.6437,26.8817,,
2021-08-16,A,X,ios,27785,1316950,9373388,17680150,15.0662,65.5883,,
2021-08-16,B,Y,ios,6281,60153,298436,714682,2.4742,6.8852,,
2021-08-16,B,X,ios,11466,245425,1462338,3392615,10.0948,61.2323,,
2021-08-16,B,Z,ios,6443,119103,668217,1659152,4.899,37.7166,,
2021-08-23,A,Y,ios,22059,679354,5397448,12275539,9.2723,28.7761,,
2021-08-23,A,X,ios,39458,1350621,9483539,17894599,15.4514,66.418,,
2021-08-23,B,Y,ios,7237,59177,275409,686333,2.4341,6.5689,,
2021-08-23,B,X,ios,16287,250887,1453285,3437627,10.3195,61.5642,,
2021-08-23,B,Z,ios,8915,119699,652163,1571421,4.9235,37.8005,,
2021-08-30,A,Y,ios,17455,626432,4935504,11036726,8.5153,25.9372,,
2021-08-30,A,X,ios,30665,1282381,8881572,16285716,14.6112,62.5066,,
2021-08-30,B,Y,ios,7107,52694,257948,557566,2.1614,5.9752,,
2021-08-30,B,X,ios,14583,225888,1355926,3125723,9.2657,56.7986,,
2021-08-30,B,Z,ios,7450,112103,586904,1349205,4.5983,35.6025,,
2021-09-06,A,Y,ios,15719,614329,4824514,11058808,8.3507,25.8915,,
2021-09-06,A,X,ios,26869,1268558,8644253,16121612,14.4537,62.4967,,
2021-09-06,B,Y,ios,3857,48166,238702,617620,1.9757,5.4317,,
2021-09-06,B,X,ios,8704,221372,1330981,2929044,9.0805,54.6368,,
2021-09-06,B,Z,ios,4613,98596,519164,1228854,4.0443,31.4927,,
2021-09-13,A,Y,ios,14427,614899,4816009,11189278,8.3585,25.8957,,
2021-09-13,A,X,ios,24980,1329436,8963781,16514322,15.1473,64.6566,,
2021-09-13,B,Y,ios,3631,43119,209928,528715,1.7687,4.9762,,
2021-09-13,B,X,ios,8475,212760,1234236,2845633,8.7272,53.3794,,
2021-09-13,B,Z,ios,4312,99066,512257,1138213,4.0636,31.5224,,
2021-09-20,A,Y,ios,15540,628054,4828063,11371992,8.5373,26.4661,,
2021-09-20,A,X,ios,28948,1312193,8984940,16490949,14.9509,63.6987,,
2021-09-20,B,Y,ios,3093,41732,217358,585084,1.7118,4.4977,,
2021-09-20,B,X,ios,8604,220909,1270080,2929700,9.0614,55.3819,,
2021-09-20,B,Z,ios,3769,92252,502280,1258461,3.7841,29.6628,,
2021-09-27,A,Y,ios,16646,664886,5132392,11583348,8.9894,28.2907,,
2021-09-27,A,X,ios,27983,1456336,9879320,18678964,16.5041,71.4583,,
2021-09-27,B,Y,ios,3574,46656,223349,564128,1.9067,5.2489,,
2021-09-27,B,X,ios,9964,248523,1468290,3385859,10.1565,62.3737,,
2021-09-27,B,Z,ios,3835,97211,523354,1217693,3.9728,31.4173,,
2021-10-04,A,Y,ios,15403,664497,5170018,11511970,8.9842,28.1778,,
2021-10-04,A,X,ios,30504,1426290,9683296,17509232,16.1636,70.3288,,
2021-10-04,B,Y,ios,2870,37818,177132,372992,1.5455,4.2479,,
2021-10-04,B,X,ios,7426,217564,1295819,3212185,8.8912,54.2447,,
2021-10-04,B,Z,ios,3486,96707,503780,1089428,3.9522,31.6413,,
2021-10-11,A,Y,ios,16708,677750,5432099,11466817,9.1634,28.1556,,
2021-10-11,A,X,ios,34685,1434962,10151876,18907245,16.2619,70.2839,,
2021-10-11,B,Y,ios,2835,43447,183433,376258,1.7756,4.7704,,
2021-10-11,B,X,ios,9614,222285,1248476,2789497,9.0842,54.9532,,
2021-10-11,B,Z,ios,3209,89880,463693,960645,3.6731,28.9352,,
2021-10-18,A,Y,ios,14122,653390,4989043,10385108,8.834,27.0611,,
2021-10-18,A,X,ios,22917,1390396,9744917,18067512,15.7568,68.0905,,
2021-10-18,B,Y,ios,2009,38033,166609,411807,1.5543,4.1,,
2021-10-18,B,X,ios,5228,200600,1130354,2443961,8.198,49.4759,,
2021-10-18,B,Z,ios,2557,84296,408220,893664,3.4449,26.4427,,
2021-10-25,A,Y,ios,14494,613337,4687039,9656152,8.2925,25.3255,,
2021-10-25,A,X,ios,22262,1322357,8892098,16219960,17.8787,67.4422,,
2021-10-25,B,Y,ios,1962,37692,187291,357316,1.5404,4.0891,,
2021-10-25,B,X,ios,5277,195435,1135880,2419354,7.9869,48.7459,,
2021-10-25,B,Z,ios,2767,84696,451135,931162,3.4613,27.0856,,
2021-11-01,A,Y,ios,15225,650508,4887180,9910471,8.7425,27.3017,,
2021-11-01,A,X,ios,23853,1396665,10156160,18325961,18.7704,70.9838,,
2021-11-01,B,Y,ios,1929,38665,164317,358131,1.5754,4.315,,
2021-11-01,B,X,ios,4766,203091,1111846,2499921,8.2747,50.2365,,
2021-11-01,B,Z,ios,2527,72689,364751,852639,2.9616,23.9705,,
2021-11-08,A,Y,ios,23166,709053,5536276,11990902,9.5293,29.9944,,
2021-11-08,A,X,ios,31284,1434747,10990263,19797847,19.2822,73.3022,,
2021-11-08,B,Y,ios,3119,39529,154352,317322,1.6106,4.4567,,
2021-11-08,B,X,ios,6312,209873,1101753,2424743,8.5511,50.6322,,
2021-11-08,B,Z,ios,4769,92207,507349,1204731,3.7569,28.502,,
2021-11-15,A,Y,ios,18184,664465,5136901,10889017,8.93,28.1716,,
2021-11-15,A,X,ios,26836,1378233,9901840,18167973,18.5227,70.0773,,
2021-11-15,B,Y,ios,3124,39848,173257,348387,1.6236,4.3351,,
2021-11-15,B,X,ios,5715,210013,1154106,2429999,8.5568,51.4339,,
2021-11-15,B,Z,ios,5919,106082,667943,1707702,4.3222,33.4322,,
2021-11-22,A,Y,ios,17027,670916,5218832,11216563,9.0167,27.6702,,
2021-11-22,A,X,ios,24556,1360232,9862554,18142115,18.2807,69.0179,,
2021-11-22,B,Y,ios,3798,42444,171290,402606,1.7293,4.6988,,
2021-11-22,B,X,ios,7779,221510,1291289,2810497,9.0252,55.1833,,
2021-11-22,B,Z,ios,8768,117819,771921,1969527,4.8004,36.6074,,
2021-11-29,A,Y,ios,17453,696571,5799107,12486045,9.3122,29.5027,,
2021-11-29,A,X,ios,25063,1424254,10724862,20045828,19.0403,72.0578,,
2021-11-29,B,Y,ios,3976,46421,243718,617762,1.8868,5.0166,,
2021-11-29,B,X,ios,7466,236492,1334908,3159571,9.6122,57.8965,,
2021-11-29,B,Z,ios,6520,116393,685574,1532840,4.7308,36.3082,,
2021-12-06,A,Y,ios,17486,701842,5910081,12599372,9.3827,29.2967,,
2021-12-06,A,X,ios,28103,1456750,10770112,20104268,19.4748,73.8611,,
2021-12-06,B,Y,ios,4350,51446,248808,533496,2.091,5.6047,,
2021-12-06,B,X,ios,10861,264583,1564015,3776765,10.754,62.9838,,
2021-12-06,B,Z,ios,7535,128626,727585,1642598,5.228,40.0576,,
2021-12-13,A,Y,ios,17128,687496,5806421,12520333,9.1909,29.2259,,
2021-12-13,A,X,ios,26894,1485997,10751907,18707784,19.8658,74.9205,,
2021-12-13,B,Y,ios,3938,53535,258940,640728,2.1759,6.0337,,
2021-12-13,B,X,ios,9666,252332,1532498,3710085,10.2561,61.9124,,
2021-12-13,B,Z,ios,6981,129082,733067,1661036,5.2466,40.4911,,
2021-12-20,A,Y,ios,18000,711874,6101869,13414498,9.5168,29.8427,,
2021-12-20,A,X,ios,28342,1508403,10275284,18122917,16.9024,72.074,,
2021-12-20,B,Y,ios,3851,53591,246444,557654,2.1782,5.8221,,
2021-12-20,B,X,ios,10530,274084,1737798,4382927,11.1402,66.3397,,
2021-12-20,B,Z,ios,9489,147871,897225,2340497,6.0102,45.0971,,
2021-12-27,A,Y,ios,21881,782095,6657707,14666639,10.3706,32.4549,,
2021-12-27,A,X,ios,36890,1630270,11517128,20920745,18.1197,77.5481,,
2021-12-27,B,Y,ios,4060,55902,273299,643235,2.2635,6.036,,
2021-12-27,B,X,ios,11127,273467,1709849,4207442,11.0729,65.8524,,
2021-12-27,B,Z,ios,7886,141190,828905,2053500,5.7169,43.3328,,
2022-01-03,A,Y,ios,17441,793559,6906707,15689111,10.5226,33.3637,,
2022-01-03,A,X,ios,26975,1586918,11717204,20949755,17.6378,76.306,,
2022-01-03,B,Y,ios,3673,49073,247367,625768,1.987,5.2656,,
2022-01-03,B,X,ios,8422,248406,1457205,3390917,10.0582,60.5433,,
2022-01-03,B,Z,ios,6102,117738,719075,1833748,4.7673,36.491,,
2022-01-10,A,Y,ios,17426,744423,6426192,13993937,9.8711,31.212,,
2022-01-10,A,X,ios,26614,1580219,11277913,19793156,17.5634,74.7488,,
2022-01-10,B,Y,ios,3017,48965,221673,537772,1.9827,5.3057,,
2022-01-10,B,X,ios,5554,236513,1430356,3526599,9.5766,58.0637,,
2022-01-10,B,Z,ios,4816,115181,716122,1835500,4.6638,36.0869,,
2022-01-17,A,Y,ios,17211,775210,6342562,13544830,10.2793,31.9657,,
2022-01-17,A,X,ios,27783,1588381,10923521,19062979,17.6541,75.467,,
2022-01-17,B,Y,ios,3701,48901,219994,530326,1.98,5.2393,,
2022-01-17,B,X,ios,10734,255212,1449227,3463748,10.3337,61.5058,,
2022-01-17,B,Z,ios,8453,121137,718106,1771348,4.9049,36.9722,,
2022-01-24,A,Y,ios,16770,761982,6426448,13523289,10.1039,31.6499,,
2022-01-24,A,X,ios,26699,1565105,10626352,18106584,17.3954,74.9156,,
2022-01-24,B,Y,ios,4262,47374,221346,456047,1.9182,5.2391,,
2022-01-24,B,X,ios,14759,258492,1623233,3773668,10.4665,62.7018,,
2022-01-24,B,Z,ios,8608,124338,686806,1482972,5.0345,37.5518,,
2022-01-31,A,Y,ios,17540,786887,6684319,14228035,10.3964,32.4824,,
2022-01-31,A,X,ios,27237,1545557,10801380,17954777,17.1159,73.1152,,
2022-01-31,B,Y,ios,4195,48905,209237,498788,1.968,5.1485,,
2022-01-31,B,X,ios,12492,263144,1607477,3841607,10.5891,63.2526,,
2022-01-31,B,Z,ios,7081,118799,672954,1547487,4.7806,36.3022,,
2022-02-07,A,Y,ios,22749,830300,6828522,13811459,10.97,35.0508,,
2022-02-07,A,X,ios,37519,1627637,11604139,18922152,18.0249,78.1432,,
2022-02-07,B,Y,ios,3164,55535,244321,497308,2.2348,5.8269,,
2022-02-07,B,X,ios,7877,256954,1585391,3869757,10.34,62.1255,,
2022-02-07,B,Z,ios,6113,127145,709058,1619553,5.1164,38.8002,,
2022-02-14,A,Y,ios,24045,822394,7151791,15292052,10.8655,34.1601,,
2022-02-14,A,X,ios,37368,1593624,11303709,19040900,17.6482,75.4256,,
2022-02-14,B,Y,ios,3671,59020,265842,675495,2.375,6.1874,,
2022-02-14,B,X,ios,9798,273337,1642811,4238994,10.9993,65.9031,,
2022-02-14,B,Z,ios,6785,130366,762885,1943945,5.246,39.598,,
2022-02-21,A,Y,ios,18094,733953,6182404,13530526,9.697,30.499,,
2022-02-21,A,X,ios,25742,1468157,9667966,16381124,16.2587,68.6986,,
2022-02-21,B,Y,ios,2493,45321,208051,410138,1.8238,4.6697,,
2022-02-21,B,X,ios,7640,253240,1499714,3621173,10.1906,61.2008,,
2022-02-21,B,Z,ios,4825,108070,607985,1446511,4.3488,32.7541,,
2022-02-28,A,Y,ios,18054,763809,6473387,14337519,10.0912,31.734,,
2022-02-28,A,X,ios,25844,1539789,10655197,18323962,17.0515,72.8855,,
2022-02-28,B,Y,ios,4189,54491,241322,523913,2.1709,5.745,,
2022-02-28,B,X,ios,7654,260549,1576494,3676405,10.3801,61.7304,,
2022-02-28,B,Z,ios,5656,117255,653383,1540532,4.6714,34.789,,
2022-03-07,A,Y,ios,17040,741341,6350570,13363860,9.7944,30.7465,,
2022-03-07,A,X,ios,24610,1437416,9503184,15954425,15.9179,67.7841,,
2022-03-07,B,Y,ios,3011,47001,224915,508679,1.8725,4.9044,,
2022-03-07,B,X,ios,5849,255147,1511099,3517043,10.1649,61.042,,
2022-03-07,B,Z,ios,7691,140147,791419,1926659,5.5834,40.6591,,
2022-03-14,A,Y,ios,17901,759764,6466718,13254307,10.0378,31.7345,,
2022-03-14,A,X,ios,25675,1482534,9829615,16792705,16.4175,70.4815,,
2022-03-14,B,Y,ios,4830,57027,248177,463947,2.2719,6.0133,,
2022-03-14,B,X,ios,7168,260571,1497191,3382989,10.381,62.021,,
2022-03-14,B,Z,ios,5174,117984,681530,1660425,4.7004,34.8272,,
2022-03-21,A,Y,ios,21056,815251,7079052,15192856,10.7708,33.8495,,
2022-03-21,A,X,ios,20462,1514079,10644478,18776389,16.7668,71.4955,,
2022-03-21,B,Y,ios,3649,51841,229675,487580,2.0653,5.5061,,
2022-03-21,B,X,ios,7280,263469,1546309,3371136,10.4964,63.49,,
2022-03-21,B,Z,ios,4749,121644,711244,1659930,4.8462,36.3852,,
2022-03-28,A,Y,ios,17762,800741,6794868,14415173,10.5776,33.3954,,
2022-03-28,A,X,ios,22353,1513602,10211315,17792069,16.7591,71.6236,,
2022-03-28,B,Y,ios,3658,54079,257223,555968,2.1431,5.8609,,
2022-03-28,B,X,ios,8357,273481,1679988,3848318,10.8378,64.9405,,
2022-03-28,B,Z,ios,5874,121493,715242,1725649,4.8146,36.948,,
2022-04-04,A,Y,ios,14333,767865,6454540,13234254,10.1433,32.1026,,
2022-04-04,A,X,ios,19721,1536619,10782942,19542428,17.0139,71.7662,,
2022-04-04,B,Y,ios,2955,53619,219669,451910,2.1248,5.7861,,
2022-04-04,B,X,ios,6660,279407,1726353,4002542,11.0726,66.9841,,
2022-04-04,B,Z,ios,4482,114556,664116,1575464,4.5397,34.8849,,
2022-04-11,A,Y,ios,14071,771007,6471579,13143901,10.1848,32.1918,,
2022-04-11,A,X,ios,19013,1508685,10278477,18117101,16.7046,69.7458,,
2022-04-11,B,Y,ios,2758,42803,188538,370706,1.6962,4.5291,,
2022-04-11,B,X,ios,5421,268908,1603117,3651783,10.6566,64.3806,,
2022-04-11,B,Z,ios,3534,107362,579217,1258033,4.2547,32.3947,,
2022-04-18,A,Y,ios,14396,787242,6498885,13494754,10.3992,32.9946,,
2022-04-18,A,X,ios,18877,1521376,10225337,17803870,16.8451,70.8128,,
2022-04-18,B,Y,ios,2914,47716,215148,469365,1.8909,4.9992,,
2022-04-18,B,X,ios,5996,271581,1660243,3854755,10.7625,64.9598,,
2022-04-18,B,Z,ios,3407,109099,576244,1358157,4.3235,32.8514,,
2022-04-25,A,Y,ios,21747,848841,7169199,14871394,11.1995,35.3504,,
2022-04-25,A,X,ios,18830,1507105,10205024,18479525,16.6671,70.467,,
2022-04-25,B,Y,ios,2352,42760,235741,473053,1.6865,4.5829,,
2022-04-25,B,X,ios,6535,269847,1617359,3741878,10.6429,63.661,,
2022-04-25,B,Z,ios,3670,114069,624526,1396352,4.499,34.0193,,
2022-05-02,A,Y,ios,14145,791219,6410225,12620255,10.4392,32.7406,,
2022-05-02,A,X,ios,17894,1531011,10611708,18984230,20.1999,76.8977,,
2022-05-02,B,Y,ios,2206,43543,216431,440147,1.7173,4.7341,,
2022-05-02,B,X,ios,6952,266151,1704870,4081393,10.4971,64.1482,,
2022-05-02,B,Z,ios,3966,117201,635690,1363063,4.6224,35.7393,,
2022-05-09,A,Y,ios,17721,873075,7534341,14957554,11.5192,36.2758,,
2022-05-09,A,X,ios,25103,1692619,12197351,21465461,18.7187,78.9084,,
2022-05-09,B,Y,ios,2162,50836,234226,442627,2.005,5.2509,,
2022-05-09,B,X,ios,5399,253777,1552317,3662101,10.0091,60.5429,,
2022-05-09,B,Z,ios,3570,113995,617030,1364452,4.496,34.9491,,
2022-05-16,A,Y,ios,28925,1064915,9633877,20165267,14.0503,44.0672,,
2022-05-16,A,X,ios,42137,1931738,15600393,28459739,21.3631,89.4769,,
2022-05-16,B,Y,ios,2573,44786,189759,324695,1.7664,4.8851,,
2022-05-16,B,X,ios,6477,262812,1638581,3970134,10.3654,62.4751,,
2022-05-16,B,Z,ios,3651,112288,659168,1656174,4.4287,34.2307,,
2022-05-23,A,Y,ios,36405,1108959,10506162,22596110,14.6314,46.1056,,
2022-05-23,A,X,ios,34041,1917396,15836192,29466752,21.2045,88.7453,,
2022-05-23,B,Y,ios,3349,46945,228151,493101,1.8515,4.9885,,
2022-05-23,B,X,ios,8309,270575,1738907,4480614,10.6716,64.2587,,
2022-05-23,B,Z,ios,4538,113708,625652,1462498,4.4847,34.3166,,
2022-05-30,A,Y,ios,57768,1187005,11510982,23892855,15.6864,49.1951,,
2022-05-30,A,X,ios,41471,1925509,16533655,29267613,21.3286,89.6206,,
2022-05-30,B,Y,ios,5028,53967,237080,425471,2.1214,5.7483,,
2022-05-30,B,X,ios,12509,282114,1794189,4429390,11.0897,65.6085,,
2022-05-30,B,Z,ios,7017,119574,665881,1734911,4.7003,35.6348,,
2022-06-06,A,Y,ios,44715,1117475,10237695,21072838,12.3781,45.8943,,
2022-06-06,A,X,ios,51922,1877114,15243220,26782399,20.7925,86.3073,,
2022-06-06,B,Y,ios,4945,48316,198089,330112,1.8993,5.0881,,
2022-06-06,B,X,ios,11547,286603,1706398,4091370,11.2661,66.8987,,
2022-06-06,B,Z,ios,6852,112210,662033,1535594,4.4109,33.9341,,
2022-06-13,A,Y,ios,40502,1090176,10623748,23140240,12.0757,44.971,,
2022-06-13,A,X,ios,50613,1865025,14867138,26402100,20.6586,86.0036,,
2022-06-13,B,Y,ios,4171,43362,176272,349159,1.7045,4.7002,,
2022-06-13,B,X,ios,13138,292235,1854781,4710945,11.4875,69.3719,,
2022-06-13,B,Z,ios,8626,132368,755627,1868179,5.2033,39.3023,,
2022-06-20,A,Y,ios,27787,1072699,10388541,22215446,11.8821,44.4372,,
2022-06-20,A,X,ios,36537,1774699,14625999,25745992,19.6581,82.3532,,
2022-06-20,B,Y,ios,3829,47185,203189,353547,1.8548,5.0553,,
2022-06-20,B,X,ios,12139,270327,1751293,4094271,10.6263,65.0267,,
2022-06-20,B,Z,ios,7782,139267,801993,1993195,5.4744,40.9927,,
2022-06-27,A,Y,ios,23520,1010757,9654636,20010299,11.2165,41.9985,,
2022-06-27,A,X,ios,33918,1748677,14584347,26359783,19.4053,80.702,,
2022-06-27,B,Y,ios,2426,44280,183418,395181,1.7325,4.6676,,
2022-06-27,B,X,ios,6068,291011,1874062,4297542,11.3863,69.5697,,
2022-06-27,B,Z,ios,4703,137564,768648,1935574,5.3824,41.3219,,
2022-07-04,A,Y,ios,25867,1021366,9498441,19500078,11.3342,42.4278,,
2022-07-04,A,X,ios,39389,1791615,15210478,27676831,19.8818,81.5422,,
2022-07-04,B,Y,ios,2000,42325,159715,293531,1.656,4.554,,
2022-07-04,B,X,ios,4991,265493,1668820,3767037,10.3878,63.3821,,
2022-07-04,B,Z,ios,3878,115967,667899,1709101,4.5374,35.3058,,
2022-07-11,A,Y,ios,24915,997124,9334585,19687641,11.0652,41.44,,
2022-07-11,A,X,ios,39134,1795938,15287491,28126035,19.9298,82.2742,,
2022-07-11,B,Y,ios,2670,43464,184661,423012,1.7006,4.8116,,
2022-07-11,B,X,ios,6216,279954,1739442,4164506,10.9536,66.2851,,
2022-07-11,B,Z,ios,4497,119227,689481,1636611,4.665,36.6491,,
2022-07-18,A,Y,ios,25520,1032336,9822164,20701630,11.456,42.5493,,
2022-07-18,A,X,ios,43413,1805233,15434397,27913261,20.0329,82.5514,,
2022-07-18,B,Y,ios,4234,52011,191338,364340,2.035,5.7113,,
2022-07-18,B,X,ios,7858,270683,1785563,4136092,10.5909,65.0557,,
2022-07-18,B,Z,ios,6325,140579,797347,2011166,5.5004,42.0002,,
2022-07-25,A,Y,ios,22440,997198,9458993,19882959,11.066,41.2445,,
2022-07-25,A,X,ios,33798,1780769,14877009,27212577,19.7614,81.3049,,
2022-07-25,B,Y,ios,5353,57270,278671,599358,2.2408,5.9424,,
2022-07-25,B,X,ios,6754,276000,1797217,4249624,10.7989,64.9001,,
2022-07-25,B,Z,ios,5580,136425,755587,1740973,5.3378,40.3701,,
2022-08-01,A,Y,ios,46485,1139179,10606617,22541823,12.6416,46.5258,,
2022-08-01,A,X,ios,31704,1833341,15752959,27487587,20.3448,83.6665,,
2022-08-01,B,Y,ios,5778,54740,263636,536455,2.1244,5.8628,,
2022-08-01,B,X,ios,11957,302058,2012087,4624019,11.7224,70.4154,,
2022-08-01,B,Z,ios,7443,139426,796459,1916784,5.4109,41.6742,,
2022-08-08,A,Y,ios,28558,1030153,9315143,19466747,11.4317,42.869,,
2022-08-08,A,X,ios,32389,1782993,14562472,25257787,19.7861,81.3947,,
2022-08-08,A,Z,ios,551,1820,5799,735,0.0241,18.905,,
2022-08-08,B,Y,ios,5123,54360,254086,532588,2.1096,5.8609,,
2022-08-08,B,X,ios,8915,290952,1889657,4482438,8.8832,66.9909,,
2022-08-08,B,Z,ios,6786,140063,732634,1764286,4.2763,40.5653,,
2022-08-15,A,Y,ios,19246,958350,8468750,17339303,10.6349,39.081,,
2022-08-15,A,X,ios,29633,1717017,13388299,23459215,19.054,78.1442,,
2022-08-15,A,Z,ios,425,3419,20009,21038,0.0453,30.2081,,
2022-08-15,B,Y,ios,4684,52052,268224,581078,2.0201,5.3812,,
2022-08-15,B,X,ios,7697,284863,1828528,4375077,8.6973,65.4224,,
2022-08-15,B,Z,ios,5353,135024,732228,1796998,4.1225,37.4402,,
2022-08-22,A,Y,ios,18517,969803,8597767,17523378,10.762,39.6802,,
2022-08-22,A,X,ios,28773,1675214,12796767,22345412,18.5901,76.1779,,
2022-08-22,A,Z,ios,320,1124,3050,167,0.0149,11.475,,
2022-08-22,B,Y,ios,4118,43923,209140,489854,1.7046,4.7389,,
2022-08-22,B,X,ios,6097,278324,1804738,4302705,8.4977,64.3136,,
2022-08-22,B,Z,ios,4114,117612,665791,1657118,3.5909,34.4212,,
2022-08-29,A,Y,ios,21250,906183,8065011,16663674,10.0661,36.9022,,
2022-08-29,A,X,ios,33826,1638657,12478460,22206467,18.2026,74.4952,,
2022-08-29,A,Z,ios,424,1339,3632,22,0.0177,13.1621,,
2022-08-29,B,Y,ios,2883,44796,189680,431594,1.7323,5.0168,,
2022-08-29,B,X,ios,5015,283294,1790689,4201896,8.6188,64.8379,,
2022-08-29,B,Z,ios,3187,114824,616709,1527301,3.4934,33.8069,,
2022-09-05,A,Y,ios,17785,891449,7816183,15952597,9.9024,36.3196,,
2022-09-05,A,X,ios,31344,1588510,12246667,21642838,17.6455,71.9427,,
2022-09-05,A,Z,ios,327,3275,8884,362,0.0434,24.9727,,
2022-09-05,B,Y,ios,3659,43690,162791,311122,1.6896,4.4372,,
2022-09-05,B,X,ios,6395,271741,1706862,3893037,8.2673,63.1796,,
2022-09-05,B,Z,ios,3944,112652,601914,1329129,3.4273,33.3094,,
2018-12-31,A,Y,android,3943,26112,193702,328556,0.1809,26.1241,23.23,3.13
2018-12-31,A,X,android,1721,71198,396431,473715,0.4932,98.9983,3.03,0.55
2018-12-31,B,Y,android,967,7642,36957,45941,0.2652,11.9849,2.4,0.5
2018-12-31,B,X,android,1048,20441,117676,169154,0.7092,55.5726,1.5,0.26
2018-12-31,B,Z,android,1682,30130,217568,335478,1.0454,38.3108,2.01,0.28
2019-01-07,A,Y,android,5155,25108,164457,216629,0.1739,24.7319,14.42,2.2
2019-01-07,A,X,android,1970,76874,545191,631370,0.5325,95.0626,2.72,0.38
2019-01-07,B,Y,android,822,7744,50057,65114,0.2687,12.1617,0.86,0.13
2019-01-07,B,X,android,994,25064,173991,152896,0.8696,59.3613,1.65,0.24
2019-01-07,B,Z,android,1459,29292,255162,309961,1.0164,37.8672,1.04,0.12
2019-01-14,A,Y,android,4118,22791,177590,229026,0.1579,21.886,4.51,0.58
2019-01-14,A,X,android,1110,69834,290370,344102,0.4837,89.0783,1.92,0.46
2019-01-14,B,Y,android,873,6803,54036,85824,0.236,10.8534,1.82,0.23
2019-01-14,B,X,android,1176,21416,107463,139155,0.7431,50.4371,1.2,0.24
2019-01-14,B,Z,android,1505,28267,253357,310271,0.9808,36.2801,0.93,0.1
2019-01-21,A,Y,android,3367,22246,130094,170949,0.1541,22.6743,3.91,0.67
2019-01-21,B,Y,android,824,7893,26741,20549,0.2739,12.7957,0.43,0.13
2019-01-21,B,X,android,1021,21005,139995,131733,0.7288,53.5816,1.23,0.18
2019-01-21,B,Z,android,1496,28746,145426,181658,0.9974,37.6534,0.84,0.17
2019-01-28,A,Y,android,3768,23020,217405,240339,0.1594,21.5115,5.98,0.63
2019-01-28,A,X,android,1523,71231,1129439,1666207,0.4934,94.3145,3.38,0.21
2019-01-28,B,Y,android,704,10751,125862,142127,0.3726,17.1426,1.3,0.11
2019-01-28,B,X,android,930,20558,46378,24379,0.7124,53.9769,0.85,0.38
